Name,Genre,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
E.X. Troopers,Action,3DS,Capcom,Capcom,,,,0.07,,,0.07,,2012
WRC 2: FIA World Rally Championship,Racing,X360,Ubisoft,Milestone S.r.l,5.8,,,0.07,,0.06,,0.01,2011
The Walking Dead: A Telltale Series Collection,Adventure,PS4,Warner Bros. Interactive Entertainment,Telltale Games,,,,0.07,0.06,,,0.01,2017
Transformer: Rise of the Dark Spark,Strategy,3DS,Activision,Way Forward Technologies,,,,0.07,0.05,0.02,,0.01,2014
Cut the Rope: Triple Treat,Puzzle,3DS,Activision,ZeptoLab,,,,0.07,0.06,,,0.01,2014
Pro Yakyuu Spirits 2011,Sports,3DS,Konami,PawaPuro Production,,,,0.07,,,0.07,,2011
DuckTales: Remastered,Platform,WiiU,Capcom,WayForward,,,,0.07,0.06,,,0.01,2013
Just Dance 2019,Music,X360,Ubisoft,Ubisoft Paris,,,,0.07,0.05,0.01,,0.01,2018
Just Dance 2018,Music,PS3,Ubisoft,Ubisoft Paris,,,,0.07,0.02,0.03,,0.01,2017
MotorStorm RC,Racing,PSV,Sony Computer Entertainment,Evolution Studios,,,,0.07,,0.05,,0.01,2012
Shenmue I & II,Action-Adventure,XOne,Sega,Sega,,,,0.07,0.05,0.01,,0.01,2018
Middle-Earth: Shadow of War,Action,PC,Warner Bros. Interactive Entertainment,Monolith Productions,,,,0.07,0.03,0.04,,0.01,2017
Sushi Striker: The Way of Sushido,Puzzle,NS,Nintendo,Indies Zero,7.9,,,0.07,0.02,0.01,0.03,0,2018
Miracle Girls Festival,Music,PSV,Sega,Sega,,,,0.07,,,0.07,,2015
I am Setsuna,Role-Playing,PSV,Square Enix,Tokyo RPG Factory,,,,0.07,,,0.07,,2016
Fairy Tail: Zelef Kakusei,Fighting,PSP,Konami,Konami,,,,0.07,,,0.07,,2012
The Voice,Music,PS3,Activision,Zoe Mode,,,,0.07,0.06,,,0.01,2014
Generator Rex: Agent of Providence,Action,DS,Activision,Virtuos,,,,0.07,0.05,0.01,,0.01,2011
Resident Evil 6,Shooter,XOne,Capcom,Capcom,,,,0.07,0.06,,,0.01,2016
Street Fighter 30th Anniversary Collection,Fighting,XOne,Capcom,Capcom,,,,0.07,0.05,0.01,,0.01,2018
Ghostbusters (2016),Action,XOne,Activision,FireForge Games,,,,0.07,0.06,,,0.01,2016
Ultimate Marvel vs. Capcom 3,Fighting,X360,Capcom,Capcom,8.3,,,0.07,,0.03,0.04,0,2011
ZhuZhu Pets: Quest for Zhu,Misc,DS,Activision,Activision,,,,0.07,0.06,,,0.01,2011
Deus Ex: Mankind Divided,Role-Playing,PC,Square Enix,Eidos Montreal,,,,0.07,,0.06,,0,2016
Street Fighter V,Fighting,PC,Capcom,Capcom,,,,0.07,0,0.06,,0,2016
Tony Hawk's Pro Skater 5,Sports,PS3,Activision,Robomodo,,,,0.07,0.05,,,0.01,2015
Sly 2: Band of Thieves,Platform,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,0.07,,0.05,,0.02,2011
Atari Flashback Classics: Volume 1,Misc,PS4,Atari,Atari,,,,0.07,0.05,,,0.01,2016
Zombi,Action,PS4,Ubisoft,Ubisoft Montpellier,7.5,,,0.07,,0.04,0.01,0.01,2015
Mega Minis Volume 3,Misc,PSP,Sony Computer Entertainment,Various,,,,0.07,,0.05,,0.01,2011
Hasbro Family Game Night Fun Pack,Misc,X360,Electronic Arts,Electronic Arts,,,,0.07,0.06,,,0,2011
Phoenix Wright: Ace Attorney Trilogy,Misc,3DS,Capcom,Capcom,,,,0.07,,,0.07,,2014
Moshi Monsters: Katsuma Unleashed,Platform,3DS,Activision,"Black Lantern Studios, Inc.",,,,0.06,0.03,0.03,,0.01,2013
The Amazing Spider-Man 2 (2014),Action-Adventure,3DS,Activision,High Voltage Software,,,,0.06,0.03,0.03,,0.01,2014
Pop'n Music Portable 2,Misc,PSP,Konami,Konami,,,,0.06,,,0.06,,2011
America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,Party,NS,Ubisoft,Ubisoft,,,,0.06,0.06,,,0.01,2018
FIFA 19,Sports,X360,Electronic Arts,EA Sports,,,,0.06,,0.06,,0,2018
Paws & Claws: Marine Rescue,Simulation,DS,THQ,THQ,,,,0.06,0.06,,,0,2011
Atari Flashback Classics: Volume 1,Misc,XOne,Atari,Atari,,,,0.06,0.06,,,0.01,2016
Generator Rex: Agent of Providence,Action,X360,Activision,Virtuos,,,,0.06,0.05,0.01,,0.01,2011
The Sims 4: Get Famous,Simulation,PC,Electronic Arts,Maxis,,,,0.06,,0.06,,0,2018
Mega Man 11,Platform,XOne,Capcom,Capcom,,,,0.06,0.06,,,0.01,2018
Transformer: Rise of the Dark Spark,Shooter,WiiU,Activision,Edge of Reality,,,,0.06,0.04,0.02,,0.01,2014
Chaos Rings III,Role-Playing,PSV,Square Enix,Media.Vision,,,,0.06,,,0.06,,2014
Final Fantasy XIV: Stormblood,MMO,PC,Square Enix,Square Enix,,,,0.06,0.04,0.02,,0.01,2017
DreamWorks Super Star Kartz,Racing,X360,Activision,Activision,,,,0.06,0.05,0.01,,0.01,2011
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,Fighting,PS3,Sega,Sammy Studios,,,,0.06,,,0.06,,2012
LEGO Friends,Simulation,3DS,Warner Bros. Interactive Entertainment,Hellbent Games,,,,0.06,,0.06,,0,2013
SpongeBob SquarePants: Plankton's Robotic Revenge,Action-Adventure,3DS,Activision,Behaviour Interactive Inc.,,,,0.06,,0.06,,0,2013
Puyo Puyo Tetris,Puzzle,PSV,Sega,Sonic Team,,,,0.06,,,0.06,,2014
Hasbro Family Fun Pack Conquest Edition,Misc,XOne,Ubisoft,Ubisoft,,,,0.06,0.05,,,0.01,2016
Pro Evolution Soccer 2012,Sports,PS2,Konami,Konami,,,,0.06,,,0.06,,2011
ICO,Adventure,PS3,Sony Computer Entertainment,Bluepoint Games,,,,0.06,,,0.06,,2011
Eigo de Tabisuru: Little Charo,Misc,DS,Nintendo,Nintendo,,,,0.06,,,0.06,,2011
MotoGP 10/11,Racing,X360,Capcom,Monumental Games,6,,,0.06,,0.05,,0.01,2011
Dragon Quest X: All in One Package,Role-Playing,PS4,Square Enix,Square Enix,,,,0.06,,,0.06,,2017
Assassin's Creed Odyssey,Action-Adventure,PC,Ubisoft,Ubisoft Quebec,,,,0.06,,0.06,,0,2018
Paws & Claws: Pampered Pets 2,Simulation,DS,THQ,Radon Labs GmbH,,,,0.06,0.05,,,0,2011
Okami HD,Action,XOne,Capcom,Clover Studio,,,,0.06,0.05,,,0.01,2017
The Amazing Spider-Man 2 (2014),Action-Adventure,WiiU,Activision,Beenox,,,,0.06,0.03,0.03,,0,2014
Atari Flashback Classics: Volume 2,Misc,PS4,Atari,Atari,,,,0.06,0.05,,,0.01,2016
SpongeBob SquarePants: Plankton's Robotic Revenge,Action-Adventure,WiiU,Activision,Behaviour Interactive Inc.,,,,0.06,,0.05,,0,2013
X-Men: Destiny,Action,DS,Activision,Other Ocean Interactive,2,,,0.06,0.05,0.01,,0,2011
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS3,Square Enix,tri-Ace,,,,0.06,,,0.06,,2016
Atari's Greatest Hits: Volume 2,Misc,DS,Atari,Atari,,,,0.06,0.05,,,0,2011
Senritsu no Stratus,Role-Playing,PSP,Konami,Nude Maker,,,,0.06,,,0.06,,2011
Monkey Island: Special Edition Collection,Adventure,X360,Activision,LucasArts,,,,0.06,,0.05,,0.01,2011
King's Quest: The Complete Collection,Adventure,PS4,Activision,The Odd Gentlemen,,,,0.06,0.05,,,0.01,2016
Atari Flashback Classics: Volume 2,Misc,XOne,Atari,Atari,,,,0.06,0.05,,,0.01,2016
Major League Baseball 2K11,Sports,PSP,2K Sports,Visual Concepts,,,,0.06,0.05,,,0.01,2011
Casino Chaos With Las Vegas Players Collection,Misc,PC,THQ,ValuSoft,,,,0.06,0.05,,,0.01,2011
Life is Strange,Adventure,PC,Square Enix,DONTNOD Entertainment,,,,0.05,0.01,0.04,,0,2016
My Fitness Coach: Club,Sports,Wii,Ubisoft,Ubisoft,,,,0.05,,0.05,,0.01,2011
Plants vs. Zombies: Garden Warfare 2,Shooter,PC,Electronic Arts,PopCap Games,,,,0.05,0.01,0.04,,0,2016
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,XOne,Warner Bros. Interactive Entertainment,Telltale Games,,,,0.05,0.05,,,0.01,2017
Captain America: Super Soldier,Action,Wii,Sega,Sega,6,,,0.05,0.05,,,0,2011
Petz Bunnyz Bunch,Simulation,DS,Ubisoft,Ubisoft,,,,0.05,0.05,,,0,2011
PokePark 2: Wonders Beyond,Adventure,Wii,Nintendo,"Creatures, Inc.",,,,0.05,0.03,,0.03,,2012
The Sims 4 Seasons,Simulation,PC,Electronic Arts,EA,,,,0.05,,0.05,,0,2018
Valkyria Revolution,Role-Playing,PSV,Sega,Media.Vision,,,,0.05,,,0.05,,2017
Zone of the Enders HD Edition,Simulation,PS3,Konami,High Voltage Software,,,,0.05,,,0.05,,2013
Centipede: Infestation,Shooter,Wii,Atari,WayForward Technologies,,,,0.05,0.05,,,0,2011
Sega 3D Classics Collection,Misc,3DS,Sega,M2,7,,,0.05,0.05,,,0.01,2016
Yakuza 3,Action-Adventure,PS4,Sega,Sega,,,,0.05,,,0.05,,2018
Hatsune Miku: Project Diva Future Tone DX,Misc,PS4,Sega,Sega,,,,0.05,,,0.05,,2017
Pro Evolution Soccer 2019,Sports,XOne,Konami,Konami,,,,0.05,0.02,0.02,,0,2018
IL-2 Sturmovik: Cliffs of Dover,Simulation,PC,Ubisoft,1C: Maddox Games,5,,,0.05,,0.05,,0.01,2011
Scribblenauts Mega Pack,Adventure,NS,Warner Bros. Interactive Entertainment,Shiver Games,,,,0.05,0.05,,,0.01,2018
Hunted: The Demon's Forge,Role-Playing,PC,Bethesda Softworks,InXile Entertainment,6.1,,,0.05,0.03,0.01,,0,2011
Mortal Kombat X,Fighting,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,0.05,0.01,0.04,,0,2015
Hero Bank 2,Role-Playing,3DS,Sega,Sega,,,,0.05,,,0.05,,2014
Captain America: Super Soldier,Action,DS,Sega,Sega,,,,0.05,0.05,,,0,2011
Child of Light,Role-Playing,PS4,Ubisoft,Ubisoft Montreal,,,,0.05,,0.01,0.04,0,2014
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing,PS4,Sega,Sega,,,,0.05,,,0.05,,2017
Werewolves Within,Misc,PS4,Ubisoft,Ubisoft,,,,0.05,0.04,,,0.01,2016
Need for Speed (2015),Racing,PC,Electronic Arts,Ghost Games,,,,0.05,,0.05,,0,2016
The Elder Scrolls Online: Morrowind,MMO,PC,Bethesda Softworks,ZeniMax Online Studios,,,,0.05,0.02,0.03,,0,2017
rain,Action-Adventure,PS3,Sony Computer Entertainment,PlayStation C.A.M.P.!,,,,0.05,,,0.05,,2013
The Walking Dead: A Telltale Series Collection,Adventure,XOne,Warner Bros. Interactive Entertainment,Telltale Games,,,,0.05,0.05,,,0.01,2017
Sengoku BASARA Sanada Yukimura-den,Action,PS4,Capcom,Capcom,,,,0.05,,,0.05,,2016
Venetica,Role-Playing,PC,Atari,DECK13 Interactive,6,,,0.05,,0.04,,0.01,2011
Sengoku Basara 4: Sumeragi,Action,PS4,Capcom,Unknown,,,,0.05,,,0.05,,2015
Star Wars Battlefront II (2017),Shooter,PC,Electronic Arts,EA DICE,,,,0.05,0.02,0.02,,0,2017
Sebastien Loeb Rally EVO,Racing,PS4,Square Enix,Milestone S.r.l,,,,0.05,,0.04,,0.01,2016
DuckTales: Remastered,Platform,PS3,Capcom,WayForward,8.6,,,0.05,0.01,0.04,,0.01,2013
Resident Evil 4,Action-Adventure,XOne,Capcom,Capcom,,,,0.05,0.04,,,0.01,2016
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Role-Playing,3DS,Square Enix,Noise Inc.,,,,0.05,,,0.05,,2013
Fishdom,Puzzle,DS,Atari,Playrix Entertainment,,,,0.05,0.05,,,0,2011
LEGO The Hobbit,Action-Adventure,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.05,,0.05,,0,2014
Cars 3: Driven to Win,Racing,XOne,Warner Bros. Interactive Entertainment,Avalanche Software,,,,0.05,0.04,,,0.01,2017
I am Setsuna,Role-Playing,NS,Square Enix,Tokyo RPG Factory,7,,,0.05,,,0.05,,2017
Major League Baseball 2K11,Sports,PS2,2K Sports,Visual Concepts,,,,0.05,0.02,0.02,,0.01,2011
Gaist Crusher,Action,3DS,Capcom,"Treasure Co., Ltd.",,,,0.05,,,0.05,,2013
Powerful Golf,Sports,DS,Konami,PawaPuro Production,,,,0.05,,,0.05,,2011
Just Sing,Music,XOne,Ubisoft,Ubisoft,,,,0.05,0.04,,,0.01,2016
Monster Hunter Frontier G,Role-Playing,PS3,Capcom,Capcom,,,,0.05,,,0.05,,2013
Test Drive: Ferrari Legends,Racing,X360,Atari,Slightly Mad Studios,,,,0.05,0.04,,,0,2012
E.X. Troopers,Action,PS3,Capcom,HexaDrive,,,,0.05,,,0.05,,2012
King's Quest: The Complete Collection,Adventure,XOne,Activision,The Odd Gentlemen,,,,0.05,0.04,,,0.01,2016
Centipede: Infestation,Shooter,3DS,Atari,WayForward Technologies,,,,0.05,0.04,,,0,2011
SpongeBob: HeroPants,Action-Adventure,3DS,Activision,Behaviour Interactive,,,,0.05,0.04,,,0.01,2015
FIFA Manager 12,Sports,PC,Electronic Arts,Bright Future GmbH,,,,0.05,0,0.03,,0.01,2011
SpongeBob SquarePants: Plankton's Robotic Revenge,Misc,X360,Activision,Behaviour Interactive Inc.,,,,0.05,0.04,,,0,2013
Puyo Puyo Tetris,Puzzle,PS3,Sega,Sonic Team,,,,0.05,,,0.05,,2014
Nazo Waku Yakata: Oto no Ma ni Ma ni,Misc,3DS,Capcom,Capcom,,,,0.05,,,0.05,,2011
Devil's Third,Action,WiiU,Nintendo,Valhalla Game Studios,3.8,5.7,,0.05,0.03,0.02,,0,2015
Lost Sphear,Role-Playing,NS,Square Enix,Tokyo RPG Factory,6.5,,,0.04,,0.02,0.02,0,2018
Disney Planes Fire & Rescue,Action,Wii,Disney Interactive Studios,Little Orbit,,,,0.04,0,0.04,,0,2014
Devil May Cry HD Collection,Action,XOne,Capcom,Capcom,,,,0.04,0.04,,,0,2018
For Honor,Action,PC,Ubisoft,Ubisoft Montreal,,,,0.04,0.02,0.02,,0,2017
The Settlers History Collection,Simulation,PC,Ubisoft,Blue Byte,,,,0.04,,0.04,,0,2018
Minna de Wai Wai! Spelunker,Action,NS,Square Enix,Square Enix,,,,0.04,,,0.04,,2017
Dragon's Dogma: Dark Arisen,Role-Playing,XOne,Capcom,Capcom,,,,0.04,0.04,,,0,2017
MLB 15: The Show,Sports,PSV,Sony Computer Entertainment,SCE San Diego Studio,,,,0.04,0.03,,,0.01,2015
Resident Evil 5,Action,XOne,Capcom,Capcom,,,,0.04,0.04,,,0,2016
Sengoku BASARA Sanada Yukimura-den,Action,PS3,Capcom,Capcom,,,,0.04,,,0.04,,2016
Valkyria Revolution,Role-Playing,XOne,Sega,Media.Vision,,,,0.04,0.04,,,0,2017
Horses 3D,Misc,3DS,Ubisoft,Ubisoft,,,,0.04,0.04,,,0,2012
Hana to Ikimono Rittai Zukan,Misc,3DS,Nintendo,Nintendo,,,,0.04,,,0.04,,2011
Dragon Quest X: All in One Package,MMO,NS,Square Enix,Square Enix,,,,0.04,,,0.04,,2017
Dragon's Dogma Online,Role-Playing,PS3,Capcom,Capcom,,,,0.04,,,0.04,,2015
The Kore Gang,Platform,Wii,Atari,SnapDragon Games,,,,0.04,0.04,0,,0,2011
NCIS,Adventure,PC,Ubisoft,Ubisoft,,,,0.04,0.01,0.02,,0.01,2011
Gravity Falls: Legend of the Gnome Gemulets,Action,3DS,Ubisoft,Ubisoft,,,,0.04,0.03,0,,0,2015
LEGO Pirates of the Caribbean: The Video Game,Action,PC,Disney Interactive Studios,Traveller's Tales,,,,0.04,0.04,,,0,2011
MLB 2K12 / NBA 2K12 Combo Pack,Sports,X360,2K Sports,2K Sports,,,,0.04,0.04,,,0,2012
Scribblenauts Mega Pack,Adventure,XOne,Warner Bros. Interactive Entertainment,Shiver Games,,,,0.04,0.04,,,0,2018
PlayStation Move Ape Escape,Party,PS3,Sony Computer Entertainment,SCE Japan Studio,4,,,0.04,,0.03,,0.01,2011
Atari Flashback Classics: Volume 1,Misc,NS,Atari,Atari,,,,0.04,0.04,,,0,2018
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,Misc,PSP,Sega,Unknown,,,,0.04,,,0.04,,2013
Okami HD,Action,NS,Capcom,Capcom,,10,,0.04,,,0.04,,2018
Tom Clancy's Ghost Recon Wildlands,Shooter,PC,Ubisoft,Ubisoft Paris,7.4,,,0.04,,0.04,,0,2017
Scribblenauts Mega Pack,Adventure,PS4,Warner Bros. Interactive Entertainment,Shiver Games,,,,0.04,0.03,,,0.01,2018
Assassin's Creed Chronicles: China,Action-Adventure,PS4,Ubisoft,Climax Studios,,,,0.04,,0.03,,0.01,2015
Virtua Tennis 4,Sports,PC,Sega,Sega,,,,0.04,,0.03,,0.01,2011
Shadow of the Colossus,Adventure,PS3,Sony Computer Entertainment,Bluepoint Games,,,,0.04,,,0.04,,2011
DuckTales: Remastered,Platform,X360,Capcom,WayForward,,,,0.04,0.03,,,0,2013
Dead Rising 2,Action,XOne,Capcom,Capcom,,,,0.04,0.03,,,0,2016
The Sims 4: Spa Day,Simulation,PC,Electronic Arts,Unknown,,,,0.04,,0.04,,0,2015
"Warhammer 40,000: Dawn of War III",Strategy,PC,Sega,Relic Entertainment,,,,0.04,,0.04,,0,2017
Just Sing,Music,PS4,Ubisoft,Ubisoft,,,,0.04,0.03,,,0.01,2016
Phoenix Wright: Ace Attorney Trilogy,Misc,3DS,Capcom,Capcom,,,,0.04,,,0.04,,2014
Famicom Remix Best Choice,Misc,3DS,Nintendo,Nintendo EAD Tokyo,,,,0.04,,,0.04,,2015
Sushi Striker: The Way of Sushido,Puzzle,3DS,Nintendo,Indies Zero,,,,0.04,0.02,,0.02,0,2018
Resident Evil: Operation Raccoon City,Shooter,PC,Capcom,Slant Six Games,,,,0.04,,0.03,,0,2012
Fast & Furious: Showdown,Action,X360,Activision,Unknown,,,,0.04,,0.04,,0,2013
Dead Rising,Action,XOne,Capcom,Capcom Production Studio 1,,,,0.04,0.03,,,0,2016
Assassin's Creed Rogue Remastered,Action-Adventure,XOne,Ubisoft,Ubisoft,6,,,0.04,,0.03,,0,2018
Valkyria Chronicles 4,Role-Playing,XOne,Sega,Sega,,,,0.04,0.03,,,0,2018
FIFA 19,Sports,PS3,Electronic Arts,EA Sports,,,,0.04,,0.03,,0.01,2018
Breath of Fire III,Role-Playing,PSP,Capcom,Capcom,6,,,0.04,0,0.03,,0.01,2016
Ailu de Puzzle,Misc,PSP,Capcom,Unknown,,,,0.04,,,0.04,,2012
Resident Evil: Umbrella Corps,Shooter,PS4,Capcom,Capcom,,,,0.04,,,0.04,,2016
Might & Magic X: Legacy,Misc,PC,Ubisoft,Unknown,,,,0.04,,0.03,,0,2014
Final Fantasy XIV: Heavensward,MMO,PS3,Square Enix,Square Enix,,,,0.04,0.02,,0.01,0,2015
Secret of Mana,Role-Playing,PSV,Square Enix,Square Enix,,,,0.04,,,0.04,,2018
Inazuma Eleven 3: Team Ogre Attacks!,Role-Playing,3DS,Nintendo,Level 5,,,,0.03,,0.03,,0,2014
SaGa: Scarlet Grace,Role-Playing,PS4,Square Enix,Square Enix,,,,0.03,,,0.03,,2018
InFAMOUS: First Light,Action,PS4,Sony Computer Entertainment,Sucker Punch Productions,,,,0.03,,0.03,,0,2014
South Park: The Stick of Truth,Role-Playing,PS4,Ubisoft,Obsidian Entertainment,,,,0.03,0.03,,,0.01,2018
Metal Gear Solid: Snake Eater 3D,Action,3DS,Konami,Konami,7.9,,,0.03,0.03,,,0,2012
Lego City Undercover: The Chase Begins,Action,3DS,Nintendo,TT Fusion,,,,0.03,,0.03,,0,2013
K-On! After School Live!! HD Ver.,Misc,PS3,Sega,Unknown,,,,0.03,,,0.03,,2012
Final Fantasy XIV: Heavensward,MMO,PC,Square Enix,Square Enix,,,,0.03,0.02,0.01,,0,2015
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,Misc,PSV,Square Enix,Square Enix,,,,0.03,,,0.03,,2017
King's Quest: The Complete Collection,Adventure,X360,Activision,The Odd Gentlemen,,,,0.03,0.03,,,0,2016
The Peanuts Movie: Snoopy's Grand Adventure,Platform,PS4,Activision,Behaviour Interactive,,,,0.03,,0.03,,0,2015
Looney Tunes: Galactic Sports,Action,PSV,Sony Computer Entertainment,Virtual Toys,,,,0.03,,0.03,,0.01,2015
Transformers: Devastation,Action,PC,Activision,PlatinumGames,,,,0.03,,0.03,,0,2015
NBA 2K17,Sports,PC,2K Sports,Visual Concepts,,,,0.03,,0.03,,0,2016
Trials Fusion,Misc,PC,Ubisoft,Unknown,,,,0.03,,0.03,,0,2015
Cabela's Big Game Hunter: Pro Hunts,Shooter,PS3,Activision,Cauldron,,,,0.03,0.03,,,0.01,2014
World of Final Fantasy Maxima,Role-Playing,XOne,Square Enix,Square Enix,,,,0.03,0.03,,,0,2018
Rabbids Land,Party,WiiU,Ubisoft,Ubisoft Paris,6.1,,,0.03,0.01,0.01,,0,2012
Phantasy Star Online 2: Episode 3 Deluxe Package,Action,PSV,Sega,Unknown,,,,0.03,,,0.03,,2015
Darkstalkers Resurrection,Misc,PS3,Capcom,Unknown,,,,0.03,,,0.03,,2013
Mega Minis Volume 2,Misc,PSP,Sony Computer Entertainment,Various,,,,0.03,,0.02,,0.01,2011
Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,Action,PS4,Sega,Sega CS3,,,,0.03,,,0.03,,2018
Dragon's Dogma Online: Season 2,Action,PS4,Capcom,Unknown,,,,0.03,,,0.03,,2016
Mega Man X Legacy Collection 1+2,Platform,NS,Capcom,Capcom,,,,0.03,,,0.03,,2018
Fallout: New Vegas Ultimate Edition,Role-Playing,PC,Bethesda Softworks,Obsidian Entertainment,,,,0.03,,0.03,,0,2012
Puyo Puyo Chronicle,Action,3DS,Sega,Sonic Team,,,,0.03,,,0.03,,2016
Blade Arcus from Shining EX,Fighting,PS4,Sega,Unknown,,,,0.03,,,0.03,,2015
Young Justice: Legacy,Action,3DS,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,,,0.03,0.03,,,0,2013
Teddy Together,Simulation,3DS,Nintendo,Arika,,,,0.03,,0.03,,0,2016
Blade Arcus from Shining EX,Fighting,PS3,Sega,Unknown,,,,0.03,,,0.03,,2015
Legends of Chima: Laval's Journey,Action-Adventure,DS,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.03,,0.03,,0,2013
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,MMO,WiiU,Square Enix,Square Enix,,,,0.03,,,0.03,,2017
Monster Hunter Frontier Online: Season 10,Role-Playing,X360,Capcom,Capcom,,,,0.03,,,0.03,,2011
NBA 2K13,Sports,PC,2K Sports,Visual Concepts,9.1,,,0.03,0,0.02,,0,2012
Dragon Quest X: All in One Package Ver.1-4,MMO,NS,Square Enix,Square Enix,,,,0.03,,,0.03,,2018
Castlevania: Lords of Shadow - Reverie,Action,PSN,Konami,Mercury Steam,7,,,0.03,0.02,0,,0,2011
Shining Resonance Refrain,Role-Playing,XOne,Sega,Media.Vision,,,,0.03,0.02,,,0,2018
Young Justice: Legacy,Action,Wii,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,,,0.03,,0.03,,0,2013
The Peanuts Movie: Snoopy's Grand Adventure,Platform,3DS,Activision,Behaviour Interactive,,,,0.03,,0.03,,0,2015
Biohazard: Revival Selection,Action,X360,Capcom,Capcom,,,,0.03,,,0.03,,2011
Cabela's Big Game Hunter: Pro Hunts,Shooter,X360,Activision,Cauldron,,,,0.03,0.02,,,0,2014
Monster Hunter Frontier Online: Forward 1,Role-Playing,X360,Capcom,Capcom,,,,0.03,,,0.03,,2011
Geometry Wars 3: Dimensions Evolved,Action,PS4,Activision,Unknown,,,,0.03,0.02,,,0.01,2016
Onimusha: Warlords,Action-Adventure,PS4,Capcom,Capcom,,,,0.03,,,0.03,,2019
The Legend of Korra (3DS),Strategy,3DS,Activision,Webfoot Technologies,,,,0.03,0.02,,,0,2015
Legendary Fishing,Sports,PS4,Ubisoft,Ubisoft,,,,0.03,0.02,,,0,2018
Monster Hunter Frontier Online: Forward 2,Role-Playing,X360,Capcom,Capcom,,,,0.03,,,0.03,,2011
Disney Planes Fire & Rescue,Action,WiiU,Disney Interactive Studios,Little Orbit,,,,0.03,0.01,0.01,,0,2014
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,MMO,NS,Square Enix,Square Enix,,,,0.03,,,0.03,,2017
Cars 3: Driven to Win,Racing,WiiU,Warner Bros. Interactive Entertainment,Avalanche Software,,,,0.02,0.02,0,,0,2017
Lost Sphear,Role-Playing,PS4,Square Enix,Tokyo RPG Factory,6,,,0.02,,,0.02,,2018
Capcom Digital Collection,Misc,X360,Capcom,Unknown,,,,0.02,0.02,0.01,,0,2012
Dance Dance Revolution: Hottest Party 5,Misc,Wii,Konami,Konami,,,,0.02,,0.02,,0,2011
Resident Evil: Value Pack,Action-Adventure,PS4,Capcom,Capcom,,,,0.02,,,0.02,,2016
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing,PSV,Sega,Sega,,,,0.02,,,0.02,,2017
L.A. Noire: The Complete Edition,Adventure,PS3,Rockstar Games,Rockstar Leeds,,,,0.02,,0.02,,0.01,2011
Rapala for Kinect,Sports,X360,Activision,Activision,,,,0.02,,0.02,,0,2011
Geometry Wars 3: Dimensions Evolved,Action,XOne,Activision,Unknown,,,,0.02,0.02,,,0,2016
Resident Evil: Revelations,Action,XOne,Capcom,Capcom,,,,0.02,0.02,,,0,2017
Uta Kumi 575,Misc,PSV,Sega,Unknown,,,,0.02,,,0.02,,2014
The Crew: Wild Run,Racing,XOne,Ubisoft,Ivory Tower,,,,0.02,,0.02,,0,2015
Need for Speed: Payback,Racing,PC,Electronic Arts,Ghost Games,6.5,,,0.02,,0.02,,0,2017
Castlevania: Lords of Shadow - Reverie,Action,XBL,Konami,Mercury Steam,,,,0.02,0.02,0,,0,2011
Plants vs Zombies: Garden Warfare,Shooter,PC,Electronic Arts,PopCap Games,,,,0.02,,0.02,,0,2014
SaGa: Scarlet Grace,Role-Playing,NS,Square Enix,Square Enix,,,,0.02,,,0.02,,2018
South Park: The Stick of Truth,Role-Playing,XOne,Ubisoft,Obsidian Entertainment,,,,0.02,0.02,,,0,2018
Street Fighter X Tekken,Fighting,PC,Capcom,Capcom,,,,0.02,,0.02,,0,2012
Dungeons & Dragons: Shadow over Mystara,Misc,PS3,Capcom,Unknown,,,,0.02,,,0.02,,2014
Fast & Furious: Showdown,Action,PS3,Activision,Unknown,,,,0.02,,0.02,,0,2013
Border Break,Action-Adventure,PS4,Sega,Sega,,,,0.02,,,0.02,,2018
WRC 2: FIA World Rally Championship,Racing,PC,Ubisoft,Milestone S.r.l,,,,0.02,,0.02,,0,2011
Samurai & Dragons,Misc,PSV,Sega,Unknown,,,,0.02,,,0.02,,2012
Cars 3: Driven to Win,Racing,X360,Warner Bros. Interactive Entertainment,Avalanche Software,,,,0.02,0.02,,,0,2017
